kinase,uniprot_id,prediction
RPS6KA6,Q9UK32,4.836127774898303
RPS6KB1,P23443,4.860034931064753
RPS6KB2,Q9UBS0,4.7049116310581525
RPS6KC1,Q96S38,4.867354994649194
RPS6KL1,Q9Y6S9,5.20419057190847
RSKR,Q96LW2,4.9841230900384605
RYK,P34925,4.9380576522863855
SBK1,Q52WX2,4.63895081652279
SBK2,P0C263,5.2673055219374465
SBK3,P0C264,5.498890599513738
SCYL1,Q96KG9,4.870875844659091
SCYL2,Q6P3W7,5.131628587466583
SCYL3,Q8IZE3,5.120848867026975
SGK1,O00141,4.7264006014251425
SGK2,Q9HBY8,4.698237019639768
SGK3,Q96BR1,4.623070631540532
SIK1,P57059,4.947975510815715
SIK1B,A0A0B4J2F2,4.947975510815715
SIK2,Q9H0K1,4.887395469705746
SIK3,Q9Y2K2,4.6673085514811365
SLK,Q9H2G2,5.084311353631115
SMG1,Q96Q15,4.947068820112506
SNRK,Q9NRH2,4.839257072778478
SRC,P12931,5.143476509378502
SRMS,Q9H3Y6,5.010055151018367
SRPK1,Q96SB4,5.051600386597698
SRPK2,P78362,5.007871311204658
SRPK3,Q9UPE1,5.221678405411378
STK10,O94804,5.221257199104064
STK11,Q15831,4.866000275538413
STK16,O75716,5.038724236315364
STK17A,Q9UEE5,4.91868487153662
STK17B,O94768,4.966084352084993
STK24,Q9Y6E0,4.827174982202962
STK25,O00506,4.8257309625952
STK26,Q9P289,4.908441061092265
STK3,Q13188,4.962629374669991
STK31,Q9BXU1,4.794286655405372
STK32A,Q8WU08,4.699605049671316
STK32B,Q9NY57,4.5828767826454975
STK32C,Q86UX6,4.741346902569825
STK33,Q9BYT3,4.875281147263657
STK35,Q8TDR2,4.849007310511391
STK36,Q9NRP7,4.967805367255956
STK38,Q15208,4.677880370007243
STK38L,Q9Y2H1,4.743950880091752
STK39,Q9UEW8,4.705156811759222
STK4,Q13043,5.000746150129368
STK40,Q8N2I9,4.645685326952352
STKLD1,Q8NE28,4.998370792969453
STRADA,Q7RTN6,5.080210271494035
STRADB,Q9C0K7,5.175865107998785
STYK1,Q6J9G0,5.261528642204963
SYK,P43405,4.886947508562715
TAOK1,Q7L7X3,5.071624170836245
TAOK2,Q9UL54,4.9785829949295675
TAOK3,Q9H2K8,5.033750835924746
TBCK,Q8TEA7,5.029865103480837
TBK1,Q9UHD2,4.881142253663153
TEC,P42680,4.91349046617467
TEK,Q02763,5.081784231607786
TESK1,Q15569,4.782253368357859
TESK2,Q96S53,4.80138651828347
TEX14,Q8IWB6,4.952450403028722
TGFBR1,P36897,4.885586814172328
TGFBR2,P37173,4.8383089722861765
TIE1,P35590,5.136215738363731
TLK1,Q9UKI8,4.760347384576949
TLK2,Q86UE8,4.768058173271365
TNIK,Q9UKE5,5.354661553669688
TNK1,Q13470,5.278007753526266
TNK2,Q07912,5.015098997262001
TNNI3K,Q59H18,4.864877841916071
TP53RK,Q96S44,4.904751463682469
TRIB1,Q96RU8,4.855650249982823
TRIB2,Q92519,4.9631687434605105
TRIB3,Q96RU7,4.983639489002865
TRIO,O75962,4.8815690168019295
TRPM6,Q9BX84,4.7939688826541165
TRPM7,Q96QT4,4.90100709473375
TSSK1B,Q9BXA7,4.855285730807408
TSSK2,Q96PF2,4.890060069404527
TSSK3,Q96PN8,4.748926719334758
TSSK4,Q6SA08,4.8105182963832345
TSSK6,Q9BXA6,4.926347171955529
TTBK1,Q5TCY1,4.69551199532072
TTBK2,Q6IQ55,4.76716361782108
TTK,P33981,4.932702606669208
TTN,Q8WZ42,4.841436498271506
TXK,P42681,5.129230179982153
TYRO3,Q06418,4.8740783997762005
UHMK1,Q8TAS1,5.116815387905394
ULK1,O75385,4.7918518092966895
ULK2,Q8IYT8,4.628951032259669
ULK3,Q6PHR2,4.935866034405395
ULK4,Q96C45,4.975132770906757
VRK1,Q99986,4.967552945549871
VRK2,Q86Y07,4.601514407872985
VRK3,Q8IV63,4.927833236330699
WEE1,P30291,4.7803730696030176
WEE2,P0C1S8,4.690909133901981
WNK1,Q9H4A3,4.75819082138776
WNK2,Q9Y3S1,4.7763982615660705
WNK3,Q9BYP7,4.771857262384511
WNK4,Q96J92,4.760464944473842
YES1,P07947,5.284712045783104
ZAP70,P43403,4.810696291375219
TYK2,P29597,4.974793223677805
JAK3,P52333,5.002500339219923
JAK2,O60674,4.936414465592803
JAK1,P23458,4.908082592371413
SPEG,Q15772,4.87043491973237
EIF2AK4,Q9P2K8,4.903040066444582
OBSCN,Q5VST9,4.820055642356673
RPS6KA4,O75676,4.7293406672499
RPS6KA5,O75582,4.679598121293676
